Participant,Scenario,Model,Log-Likelihood,AIC,BIC,Beta
16,indecisiveness,APUM,4.264388768926641e-05,99.99991471222462,115.12916936192691,"[2.5723, -1.75, -2.0529, -0.9362, 0.5066, 0.4509, -1.6638, 1.0491, -0.5666, 0.0599, -0.3648, 2.3421, 0.8257, -0.7361, 3.3351, -0.6777, 1.0256, -1.333, -1.5372, -0.1888, 0.7369, 1.3282, -0.0179, 0.8354, -0.2293, -0.9673, 1.9034, -1.4711, -0.3078, 1.9687, 1.0744, -0.5269, 0.457, 1.0479, 0.1816, 1.0923, -1.6254, 1.3274, -0.4611, 1.0263, 0.0595, -1.574, -0.7212, -1.0305, 1.5108, -0.0573, -0.2363, 1.4761, 0.784, -0.1118]"
16,experimentation,Luce,-10.910982536146768,25.821965072293537,26.42713525828163,"[-0.078, 1.0386]"
16,experimentation,RUM,-128.94476517766657,261.88953035533314,262.4947005413212,"[0.3618, 1.0844]"
16,experimentation,ARUM,-10.910982536146424,25.821965072292848,26.42713525828094,"[-0.078, 1.0386]"
16,experimentation,APUM,-9.819213931373504,23.638427862747008,24.2435980487351,"[-0.0709, 0.9436]"
17,indifference,Luce,-6.522709154094139,17.045418308188278,17.650588494176368,"[1819.8543, -86.6965]"
17,indifference,RUM,,,,"[nan, nan]"
17,indifference,ARUM,-6.522708059214578,17.045416118429156,17.650586304417246,"[1818.0852, -86.6143]"
17,indifference,APUM,-5.8589429981160706,15.717885996232141,16.323056182220235,"[1630.459, -77.7266]"
17,indecisiveness,Luce,-1.572467425263869e-06,100.00000314493485,115.12925779463714,"[2.561, 6.0368, -9.1112, 0.6437, -0.2382, 0.1215, -2.5219, -1.3944, 3.2331, 0.2488, -1.098, 5.9482, -5.8733, -13.4032, -13.9378, 9.9143, 3.7783, 3.7416, -0.6971, 1.5042, -0.9828, -0.8605, 2.0983, -1.2289, -3.8252, 4.4382, -1.0267, 3.5924, -1.9397, -5.5748, -5.0154, 4.7529, 4.2204, -1.6834, -0.8871, 4.6182, 5.8524, -5.6123, 2.0078, -9.9462, -9.0656, 11.0831, -3.8701, -1.4452, -2.4078, 0.0154, -1.7949, 1.535, 3.1015, 0.9764]"
