Participant,Scenario,Model,Log-Likelihood,AIC,BIC,Beta
5,indecisiveness,ARUM,-2.1760194306120368e-06,100.00000435203886,115.12925900174115,"[2.4308, -0.0225, -6.2075, 1.8814, -3.4496, -0.4242, -1.7773, 1.3854, -1.555, -1.5775, 2.1928, -0.5207, 0.4503, 2.1771, 2.6967, -1.9381, -1.7379, 0.167, 0.2764, -1.1112, -1.9405, 2.0285, -1.6005, -0.5629, -6.6952, 4.4938, 2.862, 4.1293, 3.2976, -0.4266, -1.6249, 0.9363, 1.8148, -0.5215, 0.8009, 2.2014, 2.2939, -1.5964, -1.8678, 2.0046, 1.4389, -2.3431, -3.0088, 1.4244, 2.0316, -0.6224, -0.6108, -0.3236, -2.6854, 0.4103]"
5,indecisiveness,APUM,7.182084759912336e-05,99.9998563583048,115.12911100800709,"[0.5103, 0.1706, -1.9654, 2.4827, -0.2788, 0.8304, -0.2293, 0.6383, -2.4872, -0.7039, 1.318, -1.388, -0.3391, 1.7774, 0.6735, -1.4332, 0.3684, 0.2847, 0.2208, -0.9059, -0.1484, 0.9607, 0.2132, -0.4301, -0.1323, 1.2545, 0.4052, 0.4752, -0.4317, 0.6093, -1.8996, 0.4472, 0.1409, -1.7005, 0.4804, 0.6981, 0.9332, -0.1704, -0.1563, 2.1238, 0.141, 0.4749, -0.192, 1.3926, 0.9853, 0.0629, 0.514, 0.5562, 0.0149, -0.1289]"
5,experimentation,Luce,-10.318618410586629,24.637236821173257,25.242407007161347,"[0.196, -3.9366]"
5,experimentation,RUM,-110.52408442371423,225.04816884742846,225.65333903341656,"[0.7152, 0.5899]"
5,experimentation,ARUM,-10.318618410586616,24.637236821173232,25.242407007161326,"[0.196, -3.9366]"
5,experimentation,APUM,-9.281934537379238,22.563869074758475,23.169039260746565,"[0.178, -3.561]"
6,indifference,Luce,-7.139983005120451,18.2799660102409,18.88513619622899,"[291.2521, -216.4007]"
6,indifference,RUM,-7.139982722716737,18.279965445433476,18.885135631421566,"[2.9124, -2.1642]"
6,indifference,ARUM,-7.139982980514629,18.27996596102926,18.88513614701735,"[291.2734, -216.4345]"
6,indifference,APUM,-6.4114086240444506,16.822817248088903,17.427987434076993,"[262.2478, -195.3655]"
6,indecisiveness,Luce,-4.135032194654819e-06,100.00000827006438,115.12926291976667,"[3.3793, -0.1773, -1.3655, -4.6635, 5.7341, 0.9323, -0.584, -3.9443, 6.8924, -3.2054, 4.4853, -1.0013, 1.1874, 1.9499, 1.2241, 0.7676, -0.9539, -2.8066, 1.4282, 1.638, -0.309, 0.9005, 3.0668, -0.8339, -1.4324, 6.5778, -3.671, 3.1219, -2.9915, 3.2262, 2.8874, -2.8864, -2.1431, -0.0422, -1.3449, -0.0683, 3.1848, 9.9878, -8.351, 4.5442, 4.145, 6.1823, -9.0412, -10.5214, -12.3148, 12.3141, 8.5056, 1.7172, 2.209, -0.3039]"
6,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,"[1.0558, -0.1798, -0.0797, -0.2586, 1.5813, -0.4544, -0.5767, -0.8572, -0.3686, 0.195, 0.6386, -0.7533, 0.3729, 0.612, -0.9328, 0.0631, -0.0848, 0.0738, -0.53, -0.1355, 0.0311, 1.864, 0.0447, 1.3384, 1.4141, -1.319, -0.2912, 1.4162, 0.1811, -0.1164, 0.75, 1.0675, -0.0294, -0.2783, -2.3636, 0.0471, -0.3812, -1.0065, -0.2053, -0.4174, 0.1692, -0.279, 0.447, 0.1739, 1.2735, -0.5343, 1.7798, 1.0672, 1.4867, 0.2528]"
6,indecisiveness,ARUM,-1.752441394716522e-06,100.00000350488278,115.12925815458507,"[2.6697, -4.3021, 2.5663, -5.9865, 8.8354, 0.9776, -0.8689, -2.963, 5.3946, -0.1387, 2.4573, -0.2453, 0.125, 7.5733, 7.2948, -6.5225, -1.8634, -2.4345, -2.3606, 3.0928, -2.2176, -2.8129, 6.3505, -1.5664, -1.8894, 3.1136, -2.4219, 2.2096, -1.22, 5.4709, 1.9243, -2.4154, -2.2553, -2.7345, -1.6472, -1.9398, -1.7345, 6.1912, -3.5545, 4.304, 5.0357, -1.6497, -3.2236, -1.0832, -0.6799, 3.2011, 3.4913, -2.5126, -3.9868, 1.5022]"
6,indecisiveness,APUM,5.471169713520305e-05,99.99989057660574,115.12914522630803,"[-0.6714, -0.6373, -1.1005, -2.4607, 0.1151, 0.3144, 0.4405, -1.9189, 0.3237, -0.9536, 1.1286, -0.4336, -0.4627, 0.0433, 1.7777, -1.186, -0.2485, 0.2806, -1.1594, 0.8026, -1.339, 0.443, 0.2346, -1.4192, -0.2833, -0.0307, -0.0471, 1.4953, -0.8582, -0.3978, 1.2566, -2.2137, 1.2747, -1.451, -0.686, -0.5261, -0.2054, 1.9744, -0.8205, 0.255, 2.2524, 0.5439, 0.7137, -0.4213, -2.3281, 1.0631, 0.3995, 0.1396, -0.6106, -0.2821]"
6,experimentation,Luce,-9.502655377465448,23.005310754930896,23.61048094091899,"[0.5176, 0.0405]"
6,experimentation,RUM,-112.77648137719085,229.5529627543817,230.1581329403698,"[-1.1357, 0.6152]"
6,experimentation,ARUM,-9.502655377461876,23.00531075492375,23.61048094091184,"[0.5176, 0.0405]"
6,experimentation,APUM,-8.539068664816599,21.078137329633197,21.683307515621287,"[0.4701, 0.0366]"
7,indifference,Luce,-7.909718760050734,19.819437520101467,20.42460770608956,"[-3.8062, -117.6636]"
7,indifference,RUM,-7.909718501433168,19.819437002866337,20.424607188854427,"[-0.0379, -1.1768]"
7,indifference,ARUM,-7.909718756015031,19.819437512030063,20.424607698018153,"[-3.8114, -117.6667]"
7,indifference,APUM,-7.107585097609808,18.215170195219613,18.820340381207707,"[-2.3441, -106.471]"
7,indecisiveness,Luce,-3.692114963364596e-06,100.00000738422993,115.12926203393222,"[4.2157, -0.9376, -1.7394, -0.9025, 0.6139, -0.8279, 0.2072, 1.0731, 0.2525, -0.2264, 2.2471, -0.0067, 0.9211, 0.9275, 1.9395, -0.4034, 0.1194, 0.332, -0.8773, 1.0582, -2.0765, -0.7326, 0.5959, 0.3824, -0.2307, -0.328, 1.5755, 0.1531, 1.4958, -0.5751, -0.9567, -0.224, -0.7945, 0.622, 1.5297, 2.0535, -0.3202, -1.3602, -0.7448, 1.093, 2.559, -1.0952, 0.4456, 2.8928, -0.1174, -0.9748, -0.9622, -0.9288, -0.1172, 0.3651]"
7,indecisiveness,RUM,-165.78612668489748,431.57225336979496,446.7015080194973,"[0.6138, 1.3566, 0.1324, -0.49, -1.0255, 2.0425, 0.9069, 0.3997, -0.166, 1.6119, -0.1596, -1.7121, 0.265, -1.2278, 0.2688, 1.3441, -1.6725, -0.8996, 0.8647, -0.4995, 0.4152, 0.4173, 0.8896, -0.6466, -2.5518, 0.3969, -1.569, 0.9352, -0.0423, -0.296, 0.6906, -1.7418, -0.2002, 0.4479, 0.2528, -0.4888, -0.4787, 1.5432, 0.9127, -0.6642, 1.3485, 0.7551, 0.4884, 0.5266, -1.1461, 1.5053, 0.9515, 0.2451, 0.2436, -0.0915]"
